date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:06	19259/19259	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/8.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/8.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:06	16958/16958	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/9.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/9.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:06	16260/16260	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:32%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/10.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/10.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:06	41810/41810	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:32%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/11.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/11.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:07	21865/21865	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:32%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/12.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/portfolio/12.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:07	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client1.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client1.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:07	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client2.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client2.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:07	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client3.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client3.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:08	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client4.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client4.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:08	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client5.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client5.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:08	5072/5072	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/client6.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/client6.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:08	6266/6266	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/man1.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/man1.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:08	7285/7285	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/man2.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/man2.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:09	9241/9241	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/man3.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/man3.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:09	7938/7938	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/man4.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/man4.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:09	7306/7306	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/man5.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/man5.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:09	11821/11821	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/team1.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/team1.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:10	19937/19937	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/team2.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/team2.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:10	42670/42670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/team3.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/team3.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:10	16229/16229	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/team4.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/team4.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:10	1416/1416	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/play-button.svg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/play-button.svg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:10	7842/7842	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/blog1.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/blog1.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:11	6726/6726	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/blog2.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/blog2.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:11	85276/85276	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/blog3.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/blog3.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:11	86659/86659	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/jquery-3.2.1.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:11	35601/35601	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/bootstrap.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/bootstrap.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:12	5564/5564	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/jquery.easing.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/jquery.easing.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:12	7676/7676	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:38%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/Parallax.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/Parallax.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:12	5532/5532	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:38%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/text-animation.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/text-animation.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:12	8415/8415	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:38%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/wow.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/wow.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:12	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/jquery.counterup.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/jquery.counterup.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:13	9028/9028	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/jquery.waypoints.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:13	35624/35624	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/isotope.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/isotope.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:13	23158/23158	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/jquery.fancybox.pack.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:13	42766/42766	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:38%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/owl.carousel.min.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/owl.carousel.min.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:14	4396/4396	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/js/main.js	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/js/main.js	(from https://dsahathemes.in/templates/deetemplate/website/dark/index.html)
17:16:14	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.eot	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/bootstrap.min.css)
17:16:14	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regulard41d.eot	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/bootstrap.min.css)
17:16:14	23320/23320	---M--	200	added ('OK')	font/woff	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.woff	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/bootstrap.min.css)
17:16:15	41280/41280	---M--	200	added ('OK')	font/ttf	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.ttf	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/bootstrap.min.css)
17:16:15	62926/62926	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/fonts/glyphicons-halflings-regular.svg	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/bootstrap.min.css)
17:16:15	1362/1362	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_sprite.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_sprite.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:16	6567/6567	---M--	200	added ('OK')	image/gif	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_loading.gif	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_loading.gif	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:16	741/741	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Apr%202020%2017:26:25%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/blank.gif	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/blank.gif	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:16	1003/1003	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_overlay.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_overlay.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:16	6553/6553	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_sprite@2x.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_sprite@2x.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:16	13984/13984	---M--	200	added ('OK')	image/gif	date:Sun,%2003%20Dec%202017%2009:55:30%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_loading@2x.gif	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/fancybox_loading@2x.gif	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/jquery.fancybox.css)
17:16:17	741/741	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Apr%202020%2017:26:25%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/css/owl.video.play.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/css/owl.video.play.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/owl.carousel.min.css)
17:16:17	65608/65608	---M--	200	added ('OK')	image/gif	date:Sun,%2003%20Dec%202017%2009:55:34%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/preloa.gif	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/preloa.gif	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/theme.css)
17:16:17	15522/15522	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202017%2009:55:36%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/up-arrow.png	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/up-arrow.png	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/theme.css)
17:16:18	106132/106132	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202017%2009:55:28%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/images/background2.jpg	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/images/background2.jpg	(from https://dsahathemes.in/templates/deetemplate/website/dark/css/theme.css)
17:16:18	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfont5b62.eot	(from https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/css/font-awesome.min.css)
17:16:18	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/css/font-awesome.min.css)
17:16:18	71896/71896	---M--	200	added ('OK')	font/woff2	date:Sun,%2003%20Dec%202017%2009:55:26%20GMT	https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/FACE@/dsahathemes.in/templates/deetemplate/website/dark/font-awesome/fonts/fontawesome-webfont5b62.woff2	(from https://dsahathemes.in/templates/deetemplate/website/dark/font-awesome/css/font-awesome.min.css)
